,id,track_name,size_bytes,ver,prime_genre,ipadSc_urls.num,price
710,420859056,My Baby's Beat - Prenatal Listener,70041600,3,Lifestyle,4,4.99
712,421168738,iStatVball 2 iPad Edition,15154176,2,Sports,4,19.99
715,421894356,PodCruncher podcast app - Player and manager for podcasts,6615040,3,News,0,2.99
716,421988577,Shell Shock 1.5,46864078,1,Games,5,0.99
721,422845617,OneCam,4324352,5,Photo & Video,0,1.99
723,423198259,Chess Pro - with coach,43033600,20,Games,5,9.99
725,423443665,Catholic New American Bible Revised Edition,60426240,7,Reference,5,2.99
726,423492040,Planimeter - Measure Land Area and Distance on a Map,14495744,3,Productivity,5,7.99
728,423855879,Bumpy Road,30275615,2,Games,5,2.99
729,424123969,Dude Perfect,140165120,1,Games,0,0.99
731,424229589,Dude Perfect HD,139853824,1,Games,5,1.99
732,424591347,FINAL FANTASY III,290695168,1,Games,0,14.99
735,424912055,Superbrothers: Sword & Sworcery EP,212580352,1,Games,3,3.99
736,425073498,"Procreate – Sketch, paint, create.",132968448,3,Entertainment,5,5.99
738,425996445,Tiny Planet Photos and Video,84909056,6,Photo & Video,5,0.99
739,426072035,Touchgrind BMX,194308096,1,Games,5,4.99
742,426282304,NBA JAM by EA SPORTS™ for iPad,415420416,1,Games,5,4.99
743,426382105,Toca Hair Salon,51366912,1,Education,5,2.99
745,426415634,Bloons TD 4 HD,164235264,3,Games,5,2.99
746,426747278,Elmo Loves ABCs for iPad,742145024,3,Games,5,4.99
747,427419772,Forbidden Island,149715968,2,Games,5,4.99
753,428970841,Virtual Villagers 4: The Tree of Life,36686604,1,Games,0,0.99
759,429870273,DEATHSMILES,519446528,1,Games,0,9.99
762,430200224,Photon Flash Player for iPad - Flash Video & Games plus Private Web Browser,35695616,6,Utilities,5,4.99
763,430229059,Rota Calendar - Work Shift Manager,1824768,7,Productivity,0,1.99
764,430234732,Site Audit Pro,54476800,5,Productivity,5,16.99
765,430616332,It's Tyrannosaurus Rex - Smithsonian Institution,29496320,2,Book,4,1.99
766,430823968,FINAL FANTASY III for iPad,283656192,1,Games,5,16.99
767,430856616,True Red Eye Remover HD-Face Recovery,4511744,2,Photo & Video,0,0.99
768,430920838,Tikal,27049083,1,Games,5,2.99
770,431033044,"Phone Drive - File Manager, Browser & Explorer",19738624,6,Utilities,5,1.99
771,431065024,Fake Location,6228992,3,Social Networking,5,0.99
772,431229633,Summer Games 3D,99463168,2,Games,5,0.99
773,431493086,Classic Explain Everything™,123312128,3,Education,5,7.99
774,431865275,The JMU Bus App,4427776,3,Navigation,0,2.99
776,432080204,Pocket Academy,192954368,2,Games,5,4.99
778,432278816,プチ・ロワイヤル仏和辞典（第4版）・和仏辞典（第3版）,205664256,2,Reference,5,47.99
780,432504470,Ticket to Ride,345904128,2,Games,5,2.99
781,432749907,Dice With Buddies: Fun New Social Dice Game,409732096,4,Games,5,2.99
782,432771571,Money Origami - Learn How to Fold Money,15350784,4,Reference,5,1.99
783,432791399,"Cloud Baby Monitor ~ Video, Audio, Unlimited Range",62913536,4,Lifestyle,5,3.99
784,432849519,STREET FIGHTER IV VOLT,947195904,1,Games,0,4.99
785,432850619,FL Studio Mobile,791146496,3,Music,5,13.99
787,433398108,PicFrame,36758528,9,Photo & Video,5,0.99
790,433596395,ZOOKEEPER　DX,28983296,1,Games,4,0.99
793,433671262,"PhotoToaster - Photo Editor, Filters, Effects and Borders",58143744,6,Photo & Video,5,2.99
794,433847884,Bike Baron,183046144,3,Games,5,1.99
797,434826169,Toca Robot Lab,64152576,1,Education,5,2.99
801,435476174,LetterSchool - learn to write letters and numbers,47030272,1,Education,5,4.99
802,435693872,Kurumaki Calendar -month scroll calendar-,7558144,2,Productivity,0,1.99
803,435728260,Building Parallel Circuits,31744669,1,Education,3,0.99
804,435871950,HappyCow Vegan / Vegetarian Restaurant Guide,35261440,3,Travel,3,3.99
805,435883126,Building Serial Circuits,21462305,1,Education,3,0.99
806,435913585,Superimpose,25382912,6,Photo & Video,5,1.99
807,436114747,ComicBook!,92432384,2,Photo & Video,4,0.99
808,436134867,Jelly Defense,299294720,1,Games,5,2.99
809,436180275,Learn to Speak Italian Fast With MosaLingua,43553792,9,Education,5,4.99
811,436555490,Junk Jack Retro,33743872,1,Games,5,2.99
812,436577167,FiLMiC Pro,125991936,6,Photo & Video,5,14.99
818,438314348,Tank Hero,16048128,1,Games,0,0.99
820,438475005,TextGrabber – image to text: OCR & translate photo,134786048,5,Productivity,5,4.99
822,439176506,Timenote,4849664,2,Business,0,0.99
824,439495358,北京浮生记,1532640,1,Games,0,0.99
825,439628153,My PlayHome,225615872,3,Entertainment,5,3.99
827,439852091,5K Runner: 0 to 5K Run Trainer. Couch potato to 5K,84338688,7,Health & Fitness,5,4.99
830,440141669,SHADOWGUN,517828608,1,Games,5,4.99
831,440488550,PlayerXtreme Media Player PRO - Movies & streaming,99442688,7,Utilities,5,4.99
834,441179131,ibis Paint - speed painting,31885312,5,Entertainment,5,4.99
837,441599491,ConjuVerb - Spanish Verb Conjugation Helper,49025024,2,Education,5,0.99
839,442378070,Book Creator for iPad,86345728,5,Education,5,4.99
840,442522082,Modern Combat 3: Fallen Nation,1978085376,1,Games,5,6.99
841,442705759,Toca Store,69277696,1,Education,5,2.99
843,443321291,CCW – Concealed Carry 50 State Guide,22264832,3,Reference,5,1.99
844,443324720,TOEIC®テスト文法640問1,10928128,1,Education,5,2.99
848,443646748,"Fitness Buddy+ Gym Workout Exercise, Home Trainer",224675840,5,Health & Fitness,0,2.99
852,444062672,NOAA Hurricane Center HD,8093696,2,Weather,5,1.99
853,444553118,Jesus Calling Devotional by Sarah Young,125770752,5,Book,5,9.99
855,444745181,Daily Audio Bible App,13282304,4,Lifestyle,3,0.99
856,444844790,Scribblenauts Remix,209452032,7,Games,5,0.99
859,445300213,Calc for Loan,880640,3,Finance,5,3.99
865,445996226,MailShot Pro- Group Email Done Right!,9162752,5,Productivity,5,3.99
866,446207961,Human Anatomy Atlas – 3D Anatomical Model of the Human Body,1312071680,8,Medical,5,24.99
868,446408493,Virtual Villagers 5: New Believers,36301672,1,Games,0,0.99
869,446760220,FINAL FANTASY TACTICS: THE WAR OF THE LIONS,507508522,1,Games,0,13.99
871,447149103,Reckless Getaway,123644928,1,Games,5,0.99
874,447444215,"PDF Converter - Convert Documents, Photos to PDF",55156736,2,Business,5,4.99
876,447610616,Muffin Knight,214679552,2,Games,5,0.99
877,447689011,Infinity Blade II,1344401408,1,Games,5,0.99
878,447752317,Quick Scan Pro - Barcode Scanner. Deal Finder. Money Saver.,24059904,1,Productivity,0,0.99
879,447791438,Sprinkle: Water splashing fire fighting fun!,34025472,1,Games,5,1.99
880,447983569,Lock Photos & Video.s Vault - Passcode Protect Your Secret Photo Album & Secure Private Picture.s Folders,14741504,4,Photo & Video,5,2.99
883,448474423,Couch to 5K® - Running App and Training Coach,95468544,3,Health & Fitness,0,2.99
885,449735650,Where's My Water?,90853376,1,Games,5,1.99
887,450123799,Dictionary.com Premium Dictionary & Thesaurus for iPad,162652160,4,Reference,5,4.99
888,450542233,Cut the Rope: Experiments,124532736,1,Games,0,0.99
892,451113455,Peggle Classic HD,179580928,2,Games,5,0.99
893,451287325,Monkey Math School Sunshine,235767808,1,Games,5,1.99
894,451584035,Conservative Talk Radio,13180928,4,News,2,2.99
895,451901829,Azuki Wave,21263360,1,Entertainment,4,1.99
898,452830319,"Smilebox Moments - Collages, Stickers, Filters, Frames & Animations",25620480,3,Photo & Video,0,0.99
899,453051448,Gangstar Rio: City of Saints,1820196864,1,Games,5,6.99
902,453546382,Photon Flash Player for iPhone - Flash Video & Games plus Private Web Browser,35683328,6,Utilities,0,3.99
903,453571750,Knots 3D,75027456,5,Reference,5,1.99
904,453629018,Sight Recover 3D,22749184,3,Health & Fitness,5,0.99
905,453670037,Kazehakase fu-ring bank - Tokoname & Nanbu,22928546,1,Entertainment,0,1.99
909,454021277,Skins Pro Creator for Minecraft,25740288,6,Utilities,2,1.99
910,454086751,Flick Home Run !,27196416,1,Games,0,0.99
911,454136236,STEINS;GATE,1551412224,1,Games,0,24.99
914,454781476,Zombieville USA 2,175780864,1,Games,3,0.99
915,454802329,F18 Carrier Landing,168557568,7,Games,5,5.99
916,454958810,Flick Champions HD,117258240,2,Games,5,1.99
920,455650341,Real Steel,968384512,1,Games,5,0.99
921,455826958,Pinball Arcade Plus,111875072,7,Games,1,0.99
927,457561360,Catholic Bible,103469056,3,Reference,5,1.99
928,457687954,Doodle Jump HD,164236288,3,Games,5,2.99
930,458225159,"NOAA Hi-Def Radar Pro -  Storm Warnings, Hurricane Tracker & Weather Forecast",27500544,2,Weather,5,1.99
933,458535809,Calculator ∞,80345088,4,Education,5,2.99
935,458813562,"Abby Monkey® Basic Skills: Preschool and Kindergarten Kids Educational Early Learning Adventure Games.▫ TeachMe Counting, Colors, Alphabet, Math, Numbers, Shapes Sorting, Patterns, Puzzles, Learn to Read Letters for Toddler Children",71766016,1,Games,5,2.99
938,459189186,Machinarium,258739200,2,Games,5,4.99
939,459313476,Tenuto,13062144,3,Music,5,3.99
940,459660048,STREET FIGHTER II COLLECTION,196291794,1,Games,0,3.99
944,461123279,Written Legends: Nightmare at Sea HD (Full),248307057,1,Games,5,4.99
945,461218759,"Drum Beats+ (Rhythm Metronome, Loops & Grooves Machine)",385908736,3,Music,5,3.99
946,461390784,Real Fishing 3D,184315904,1,Games,5,1.99
950,462134755,Puppet Pals HD Director's Pass,103233536,1,Education,4,3.99
951,462155908,Fisheye Lens - Retro Style Fisheye Camera,7671808,2,Photo & Video,4,1.99
952,462397814,Waking Mars,337177600,2,Games,5,4.99
955,463142843,twinkle,17612800,6,Entertainment,1,2.99
957,463295925,The Official DVSA Theory Test Kit for Car Drivers,403332096,3,Education,0,4.99
961,463869460,Ricky Carmichael's Motocross Matchup Pro,170055680,1,Games,5,0.99
962,464235764,"Phonics Island • Early Reading, Spelling & Tracing Montessori Preschool and Kindergarten Kids Learning Adventure Games by Abby Monkey® Alphabet and Letter Sounds Reader",61427712,1,Education,5,2.99
967,465173198,Cronometer,17243136,1,Health & Fitness,5,2.99
969,466252999,Green Kitchen – healthy vegetarian recipes,407632896,2,Food & Drink,4,3.99
970,466710109,HB2 PLUS,56817664,1,Games,5,0.99
974,467703220,Elmo Calls,87581696,3,Games,5,1.99
976,467923185,Loopy HD,26399744,1,Music,5,3.99
977,467953363,Best Hunting Times,6603776,4,Weather,0,2.99
978,468090416,SamCard Pro-card reader&business card scanner&ocr,21118976,2,Business,0,5.99
979,468401854,Daily Classifieds for iPhone,93220864,0,News,0,0.99
980,468429333,Runtastic Road Bike GPS Cycling Route Tracker PRO,57786368,3,Health & Fitness,0,4.99
981,468564994,Tasty Planet: Back for Seconds,31039488,1,Games,0,2.99
982,468566852,Tasty Planet: Back for Seconds HD,29511680,1,Games,5,4.99
983,468674094,Scanner911 HD Police Radio Pro,4348875,3,News,3,3.99
985,469024771,随手记专业版 for  iPad,32996352,4,Finance,5,0.99
988,469338840,飞常准Pro-全球航班查询机票酒店预订,94053376,4,Travel,0,0.99
989,469343097,MEGA MAN X,90374144,1,Games,5,4.99
991,469610082,Riptide GP,41246720,1,Games,4,0.99
992,469622080,Math Practice - Integers,2598912,2,Education,5,0.99
996,470412139,Sleepy Hollow: Mystery Legends HD (Full),375949016,1,Games,5,4.99
998,470578793,Secret Calculator Pro - Hide photos & videos,14578688,1,Photo & Video,0,1.99
999,471063940,Call of Duty: Black Ops Zombies,880267264,1,Games,4,6.99
1000,471341991,Infinite Flight - Flight Simulator,114197504,16,Games,5,4.99
1003,471458190,Reiner Knizia's Tigris & Euphrates,54852324,2,Games,5,4.99
1004,472006138,Coach's Eye - Video Analysis,81444864,6,Sports,5,4.99
1006,472374716,Mystic Diary: Haunted Island HD (Full),113278913,1,Games,5,4.99
1007,472642407,Trial Xtreme 2,158416896,2,Games,5,2.99
1008,472896868,Infect Them All : Vampires,52539392,3,Games,5,0.99
1010,473219519,Royal Trouble: Hidden Adventures HD (Full),285982720,1,Games,5,6.99
1013,473917761,Sleep application,36523008,3,Health & Fitness,4,0.99
1014,474011277,Jurassic Park: The Game 1 HD,509022208,1,Games,5,2.99
1015,474121500,planetarian - Dream of Little Star -,177553408,1,Book,5,3.99
1016,474205928,The Price is Right™ Decades,310633804,1,Games,0,0.99
1018,474595631,Timeshare+,3530752,6,Finance,5,1.99
1020,474764934,N.O.V.A. 3 - Near Orbit Vanguard Alliance,1984958464,1,Games,5,6.99
1022,475249619,"My Macros+ Diet, Weight and Calorie Tracker",75580416,7,Health & Fitness,5,2.99
1024,475820434,Notion,223332352,2,Music,5,14.99
1027,476312888,"Photo Lab PRO HD: frames for pictures, face sketch",101117952,2,Photo & Video,3,4.99
1028,476467441,Midway Arcade,120819712,1,Games,3,0.99
1029,476508724,A Charlie Brown Christmas + iMessage Sticker Pack!,121874432,4,Book,5,5.99
1030,476550251,SPI言語 【Study Pro】,4759552,3,Education,0,2.99
1031,476553281,Toca Kitchen,61840384,1,Education,5,2.99
1034,477120941,iDoceo - teacher's assistant gradebook and planner,112567296,4,Education,5,11.99
1038,477707236,Bubble Mags,20885504,1,Games,5,0.99
1039,477891975,Train Drive ATS,124789760,4,Games,5,3.99
1041,478126577,Merriam-Webster Dictionary & Thesaurus,148458496,4,Reference,4,4.99
1043,478523928,Rebuild,63201280,3,Games,5,2.99
1045,478643661,Handy Art Reference Tool,141081600,4,Education,5,1.99
1046,478862935,Runtastic Mountain Bike Ride & Route Tracker PRO,58073088,3,Health & Fitness,0,4.99
1047,479067148,The Moron Test 2,17226765,3,Entertainment,5,0.99
1049,479206805,激Jパチスロ 2027,92058431,1,Games,0,9.99
1050,479243891,"Montessori Letter Sounds - Phonics in English, Spanish, French, German & Italian",185828352,6,Education,5,3.99
1052,479516143,Minecraft: Pocket Edition,147787776,1,Games,1,6.99
1053,479528827,Photomontage : PhotoLayers for iPhone,15488000,9,Photo & Video,0,0.99
1055,479662730,Grand Theft Auto III,726392832,1,Games,4,4.99
1056,479665601,iZip Pro - Zip Unzip Unrar Tool,55524352,1,Utilities,5,5.99
1057,479889140,DreamZ - Lucid Dreaming. Control your dreams!,46876672,2,Games,0,3.99
1058,479943969,TETRIS®,63226880,2,Games,0,1.99
1061,480102733,Awesome Calendar - Personal Planner,30700544,5,Productivity,5,9.99
1062,480219484,iLearn: US States,118244352,5,Education,5,1.99
1063,480375355,The Bard's Tale,1807310848,1,Games,5,2.99
1064,480688850,Snow Day Calculator,8523776,3,Weather,5,0.99
1067,481028647,Ice Rage,71846912,4,Games,5,1.99
1068,481033328,英単語ターゲット1900（5訂版）,95936512,2,Education,5,4.99
1071,481679745,Pocket Earth PRO Offline Maps & Travel Guides,51828736,3,Navigation,5,4.99
1073,481964944,PolyFrame - All In One Collage Maker,108412928,1,Photo & Video,5,1.99
1075,482158461,French Belote,42018816,3,Games,5,2.99
1076,482361332,Deluxe Moon Pro - Moon Phases Calendar,79185920,3,Weather,0,2.99
1077,482365195,Kinectimals,185228498,1,Games,5,2.99
1079,482465886,Video Compressor,12115968,3,Photo & Video,3,1.99
1080,482475948,Math Evolve: A Fun Math Game For Kids,161501184,3,Education,5,1.99
1081,482669234,Intro Designer for iMovie and Youtube,96086016,3,Photo & Video,5,2.99
1082,482688777,Jurassic Park: The Game 2 HD,501567488,1,Games,5,2.99
1084,482910640,Wars of the Roses - Rosenkönig,305618944,2,Games,5,0.99
1086,483049169,Motion Math: Hungry Fish,40546304,2,Education,5,2.99
1089,483353496,Tap the Frog,95601664,1,Games,5,1.99
1090,483910781,Ultimate Food Value Diary - Diet & Weight Tracker,45659136,3,Health & Fitness,5,3.99
1091,484090401,Akinator the Genie,93021184,4,Entertainment,5,1.99
1093,485246824,Cytus,1560187904,1,Games,5,1.99
1094,485534181,Dictionary ( قاموس عربي / انجليزي + ودجيت الترجمة),69448704,6,Reference,5,3.99
1096,486221305,Where is Santa - Santa Tracker,12306432,1,Entertainment,5,0.99
1100,486692623,"""Burn your fat with me!!""",149757952,5,Health & Fitness,0,1.99
1103,486947533,Airport Scanner,226961408,1,Games,5,1.99
1105,487126596,Calculator HD,57990144,3,Utilities,4,1.99
1107,487162791,Spanish Word Wizard : Spanish Talking Movable Alphabet with Spell Check + Spelling Tests,268300288,2,Education,5,2.99
1108,487250856,Lep's World Plus - super best platformer games,42897408,2,Games,5,0.99
1111,487767194,Mad Skills BMX,42697029,1,Games,5,0.99
1114,488627858,Draw Something,84379648,3,Games,5,2.99
1117,489221652,Barefoot World Atlas,1629196288,3,Reference,5,4.99
1119,489479624,Hatchi - A retro virtual pet,85693440,7,Games,1,0.99
1121,490077681,Baby Monitor 3G,56885248,4,Lifestyle,5,3.99
1122,490109661,Fingle,58532864,2,Games,5,1.99
1124,490152130,A Brief History of the World,143462400,1,Games,5,3.99
1126,490470296,SPI非言語 【Study Pro】,5866903,2,Education,0,2.99
1127,490979746,Visage Lab PRO HD: perfect makeup plus face editor,118072320,4,Photo & Video,3,4.99
1128,491033889,HOOP J for Basketball Scores,14016512,7,Sports,5,6.99
1134,491899548,Pocket League Story,186905600,2,Games,5,4.99
1135,491907493,ABRSM Aural Trainer Grades 1-5,329866240,2,Education,5,7.99
1136,491998279,Articulation Station Pro,425919488,2,Education,5,59.99
1137,492076105,iCalendar,21714944,5,Productivity,5,2.99
1139,492502649,Cape Creator for Minecraft,15948800,3,Utilities,5,1.99
1140,492571492,Jurassic Park: The Game 4 HD,468103168,1,Games,5,2.99
1142,493136154,"Clear – Tasks, Reminders & To-Do Lists",38476800,1,Productivity,5,4.99
1145,493536432,Hundreds,45957120,1,Games,5,2.99
1147,493849232,Machine World,143887360,1,Games,5,1.99
1148,493912733,Adrian James 6 Pack Abs Workout,73519104,0,Health & Fitness,0,2.99
1149,494302506,Scotland Yard,157572096,2,Games,4,3.99
1150,494407419,Either,11090944,1,Games,0,0.99
1153,494906425,Who Deleted Me? for Facebook,4303262,1,Social Networking,1,0.99
1154,495077699,"Math Duel - Two Player Split Screen Mathematical Game for Kids and Adults Training - Addition, Subtraction, Multiplication and Division!",16588800,2,Education,5,2.99
1156,495546638,"Thermo-Hygrometer (Barometer, Feels Like, THI)",8309760,4,Weather,5,1.99
1158,495680460,Toca House,84990976,1,Education,5,2.99
1159,496177674,Voice Dream Reader,89168896,4,Education,4,14.99
1160,496191902,Flight!,64777216,1,Games,5,0.99
1163,496499395,Guess The Person? HD,40747008,1,Games,5,0.99
1164,497088907,Mystery Case Files: 13th Skull HD - A Hidden Object Adventure (Full),882049024,1,Games,5,6.99
1165,497236102,"NOAA Snow Forecast - Accurate Winter Weather, Chance of Snowfall & Snowday Prediction",22798336,1,Weather,5,1.99
1168,497716362,TonalEnergy Chromatic Tuner and Metronome,65954816,1,Music,5,3.99
1169,497788271,TETRIS® for iPad,58479616,2,Games,5,2.99
1170,497880658,J23 - Jordan Release Dates and History,13518848,3,Sports,4,1.99
1171,497933996,Shoot The Zombirds,134242304,1,Games,5,0.99
1172,497936366,Catapult King,210625536,1,Games,5,0.99
1173,498425561,ALON Dictaphone - Voice Recorder,37910528,2,Business,5,4.99
1175,499470113,"FileExplorer Pro - File Manager for Computer, NAS",83620864,6,Utilities,5,4.99
1177,499794670,Sid Meier's Pirates!,461555595,1,Games,0,2.99
1178,499835343,TOEIC®テストリスニング360問,75341824,1,Education,5,2.99
1180,500098096,FINAL FANTASY TACTICS: THE WAR OF THE LIONS for iPad,656429019,1,Games,5,15.99
1181,500108743,仙劍奇俠傳5 - 劍傲丹楓,258815519,1,Games,5,2.99
1182,500116670,Clear Vision (17+),37879808,1,Games,5,0.99
1184,501108781,"Guitar Suite - Metronome, Tuner, and Chords Library for Guitar, Bass, Ukulele",72814592,2,Music,0,2.99
